gen,AA,AB,BB,BO,OO,AO
334,0.118116,0.150115,0.0453386,0.189094,0.195894,0.301431
335,0.115157,0.148896,0.0460186,0.189494,0.193474,0.306951
336,0.118236,0.148836,0.0471386,0.188274,0.196174,0.301331
337,0.117236,0.148896,0.0460786,0.190774,0.196134,0.300871
338,0.116996,0.147436,0.0444787,0.194134,0.195354,0.301591
339,0.114757,0.148236,0.0462386,0.193074,0.196354,0.301331
340,0.115177,0.147356,0.0469786,0.189874,0.198134,0.302471
341,0.116637,0.147196,0.0475386,0.189714,0.199194,0.299711
342,0.116357,0.146616,0.0478986,0.190414,0.195174,0.303531
343,0.119536,0.148036,0.0464786,0.190554,0.195414,0.299971
344,0.119176,0.148416,0.0473786,0.191574,0.193754,0.299691
345,0.117116,0.147776,0.0447387,0.191254,0.195014,0.304091
346,0.119316,0.147036,0.0440787,0.194034,0.194054,0.301471
347,0.117856,0.147016,0.0433387,0.191694,0.194234,0.305851
348,0.117516,0.149216,0.0454386,0.189454,0.195214,0.303151
349,0.118056,0.149796,0.0459986,0.187954,0.191954,0.306231
350,0.117476,0.149796,0.0466986,0.185774,0.194374,0.305871
351,0.116097,0.149876,0.0451786,0.187874,0.192594,0.308371
352,0.117516,0.147136,0.0465186,0.190394,0.195194,0.303231
353,0.117636,0.147976,0.0470986,0.188934,0.193334,0.305011
354,0.116477,0.150495,0.0447987,0.188554,0.194914,0.304751
355,0.121756,0.147456,0.0448987,0.186294,0.195394,0.304191
356,0.119196,0.144436,0.0458186,0.188554,0.197654,0.304331
357,0.118156,0.145036,0.0453186,0.191014,0.195714,0.304751
358,0.118636,0.147256,0.0445387,0.191794,0.192514,0.305251
359,0.120056,0.146736,0.0449187,0.191114,0.194734,0.302431
360,0.118616,0.147456,0.0446387,0.190114,0.194794,0.304371
361,0.120096,0.148876,0.0451786,0.186494,0.195234,0.304111
362,0.118636,0.146736,0.0454786,0.188174,0.195174,0.305791
363,0.120076,0.145376,0.0445187,0.195294,0.190334,0.304391
364,0.118136,0.150735,0.0459386,0.188154,0.193894,0.303131
365,0.118796,0.148596,0.0462386,0.189554,0.194314,0.302491
366,0.119076,0.150715,0.0468786,0.188474,0.193634,0.301211
367,0.120996,0.151175,0.0458586,0.189834,0.193754,0.298371
368,0.119536,0.148976,0.0473986,0.192594,0.187594,0.303891
369,0.120656,0.147896,0.0476986,0.190874,0.189514,0.303351
370,0.121216,0.150515,0.0473186,0.190434,0.188954,0.301551
371,0.118236,0.151675,0.0482386,0.189834,0.188134,0.303871
372,0.119616,0.150195,0.0467986,0.186014,0.192274,0.305091
373,0.118556,0.151075,0.0457786,0.188354,0.191634,0.304591
374,0.118156,0.149456,0.0469186,0.188994,0.190434,0.306031
375,0.119876,0.148676,0.0456386,0.189074,0.191674,0.305051
376,0.120016,0.146576,0.0477586,0.187874,0.193234,0.304531
377,0.121236,0.149356,0.0477586,0.187934,0.191154,0.302551
378,0.122156,0.148756,0.0469586,0.187934,0.192574,0.301611
379,0.119456,0.150635,0.0476586,0.187554,0.194454,0.300231
380,0.117216,0.149376,0.0468386,0.192494,0.192254,0.301811
381,0.119116,0.149276,0.0460786,0.187534,0.193794,0.304191
382,0.117336,0.149136,0.0469186,0.189814,0.192754,0.304031
383,0.119356,0.149316,0.0468986,0.188374,0.193554,0.302491
384,0.117936,0.148836,0.0451586,0.194454,0.191654,0.301951
385,0.119716,0.150575,0.0467186,0.188594,0.192574,0.301811
386,0.118616,0.149456,0.0453786,0.192494,0.193014,0.301031
387,0.118036,0.152095,0.0458586,0.192774,0.192474,0.298751
388,0.119136,0.151935,0.0449587,0.192854,0.191134,0.299971
389,0.118496,0.149296,0.0470586,0.192054,0.191074,0.302011
390,0.119236,0.151275,0.0477586,0.189314,0.193274,0.299131
391,0.120836,0.155015,0.0468786,0.186314,0.192414,0.298531
392,0.116097,0.152735,0.0471586,0.190274,0.189214,0.304511
393,0.119056,0.151095,0.0470986,0.193294,0.191174,0.298271
394,0.118396,0.150395,0.0471386,0.193174,0.191474,0.299411
395,0.119536,0.150495,0.0493785,0.190114,0.191334,0.299131
396,0.120156,0.149356,0.0489185,0.191494,0.190094,0.299971
397,0.117416,0.149676,0.0488785,0.190214,0.192914,0.300891
398,0.119996,0.150395,0.0471186,0.192774,0.191054,0.298651
399,0.117776,0.150435,0.0486385,0.193834,0.189074,0.300231
400,0.118976,0.151055,0.0479986,0.193154,0.185934,0.302871
401,0.120676,0.152495,0.0487985,0.191074,0.188574,0.298371
402,0.117776,0.150775,0.0499385,0.192374,0.191154,0.297971
403,0.116856,0.151275,0.0490585,0.196014,0.187434,0.299351
404,0.114617,0.151395,0.0481586,0.198354,0.188414,0.299051
405,0.116816,0.155695,0.0483985,0.194514,0.189494,0.295071
406,0.118236,0.152675,0.0498385,0.192914,0.190114,0.296211
407,0.117416,0.152675,0.0495985,0.194834,0.188474,0.296991
408,0.117616,0.153375,0.0499385,0.196814,0.188554,0.293691
409,0.118116,0.151675,0.0499385,0.192954,0.188614,0.298691
410,0.118036,0.153035,0.0484585,0.193274,0.187794,0.299391
411,0.116457,0.149956,0.0483585,0.195934,0.185194,0.304091
412,0.118556,0.151815,0.0489185,0.192654,0.186454,0.301591
413,0.116257,0.152055,0.0505385,0.193374,0.184534,0.303231
414,0.116756,0.154495,0.0485985,0.195314,0.188014,0.296811
415,0.117796,0.152535,0.0492985,0.193814,0.188534,0.298011
416,0.117196,0.154615,0.0496185,0.193934,0.188774,0.295851
417,0.116517,0.153615,0.0495585,0.192694,0.189154,0.298451
418,0.118036,0.155175,0.0486785,0.193434,0.187894,0.296771
419,0.119076,0.151815,0.0500985,0.191974,0.190254,0.296771
420,0.113657,0.151155,0.0513185,0.194374,0.189834,0.299651
421,0.117256,0.149736,0.0507585,0.193594,0.191554,0.297091
422,0.116017,0.150555,0.0500185,0.193894,0.191574,0.297931
423,0.116876,0.151455,0.0500985,0.195954,0.188614,0.296991
424,0.115137,0.153515,0.0484585,0.193954,0.192074,0.296851
425,0.114537,0.152335,0.0481586,0.196534,0.190794,0.297631
426,0.114477,0.155075,0.0480586,0.195894,0.189574,0.296911
427,0.115137,0.152995,0.0484585,0.197554,0.189994,0.295851
428,0.114617,0.151355,0.0509185,0.197634,0.189694,0.295771
429,0.114697,0.155215,0.0491785,0.195434,0.191174,0.294291
430,0.117936,0.152195,0.0491585,0.196354,0.192074,0.292271
431,0.113697,0.153235,0.0507185,0.193514,0.193334,0.295491
432,0.116297,0.151215,0.0513185,0.195694,0.192914,0.292551
433,0.113877,0.155075,0.0486185,0.190834,0.191834,0.299751
434,0.114817,0.152675,0.0504985,0.194314,0.189954,0.297731
435,0.115377,0.152315,0.0506585,0.194514,0.189054,0.298071
436,0.115197,0.152135,0.0490585,0.192834,0.192094,0.298671
437,0.118156,0.151675,0.0503185,0.194954,0.192334,0.292551
438,0.117616,0.149776,0.0505385,0.196374,0.191894,0.293791
439,0.116197,0.150695,0.0505985,0.194094,0.189974,0.298431
440,0.116856,0.148556,0.0503985,0.193054,0.190714,0.300411
441,0.117716,0.151615,0.0500585,0.192114,0.191974,0.296511
442,0.115137,0.150675,0.0489585,0.196954,0.192874,0.295391
443,0.116177,0.151875,0.0485585,0.194794,0.189034,0.299551
444,0.118356,0.150375,0.0478186,0.195294,0.189854,0.298291
445,0.115837,0.152375,0.0492785,0.194034,0.189154,0.299311
446,0.118336,0.150855,0.0501785,0.190554,0.192934,0.297131
447,0.118896,0.149376,0.0505185,0.194354,0.190134,0.296711
448,0.116217,0.153075,0.0485785,0.194094,0.185874,0.302151
449,0.116836,0.151315,0.0497785,0.194314,0.189574,0.298171
450,0.118136,0.150375,0.0503185,0.192534,0.189554,0.299071
451,0.120836,0.150675,0.0500185,0.195754,0.188154,0.294551
452,0.118136,0.151895,0.0491385,0.196294,0.189134,0.295391
453,0.121116,0.150255,0.0506385,0.193574,0.191594,0.292811
454,0.121356,0.152855,0.0495785,0.193974,0.187474,0.294751
455,0.118856,0.151695,0.0483985,0.195474,0.188054,0.297511
456,0.117936,0.153715,0.0511185,0.191654,0.189774,0.295791
457,0.117876,0.151755,0.0500185,0.190494,0.190054,0.299791
458,0.114797,0.151655,0.0512185,0.191254,0.187394,0.303671
459,0.116776,0.150275,0.0505785,0.195954,0.188354,0.298051
460,0.116836,0.149636,0.0512385,0.192914,0.191114,0.298251
461,0.115997,0.149656,0.0490785,0.196214,0.187814,0.301231
462,0.116756,0.149996,0.0505985,0.190834,0.191434,0.300371
463,0.114917,0.150235,0.0495385,0.191654,0.193954,0.299691
464,0.114697,0.149096,0.0499985,0.188894,0.196094,0.301211
465,0.115197,0.151435,0.0472386,0.188174,0.195434,0.302511
466,0.115417,0.149056,0.0481986,0.195014,0.193334,0.298971
467,0.116317,0.148576,0.0496585,0.194154,0.193154,0.298131
468,0.117476,0.148596,0.0493585,0.192514,0.194734,0.297311
469,0.116557,0.150395,0.0486585,0.193654,0.193574,0.297151
470,0.116577,0.149056,0.0486385,0.192094,0.194654,0.298971
471,0.116457,0.148776,0.0499985,0.194514,0.191534,0.298711
472,0.114577,0.152835,0.0484985,0.195474,0.192014,0.296591
473,0.113777,0.150395,0.0474386,0.194034,0.193174,0.301171
474,0.115257,0.150995,0.0475786,0.194214,0.192074,0.299871
475,0.114697,0.153855,0.0489785,0.191434,0.193134,0.297891
476,0.116477,0.150035,0.0494985,0.195174,0.190534,0.298271
477,0.116457,0.151535,0.0492385,0.195214,0.191194,0.296351
478,0.114997,0.152295,0.0480386,0.191374,0.196954,0.296331
479,0.117056,0.150795,0.0494985,0.194314,0.189574,0.298751
480,0.115297,0.148616,0.0486985,0.194354,0.193594,0.299431
481,0.113717,0.150115,0.0489985,0.190494,0.195314,0.301351
482,0.114137,0.148416,0.0495785,0.193734,0.192514,0.301611
483,0.115697,0.149216,0.0501985,0.193854,0.194434,0.296591
484,0.116097,0.149456,0.0491785,0.196414,0.196254,0.292591
485,0.115937,0.153255,0.0503585,0.192374,0.195054,0.293011
486,0.114257,0.148736,0.0496185,0.193734,0.194994,0.298651
487,0.113977,0.149356,0.0493385,0.193094,0.196874,0.297351
488,0.111537,0.152015,0.0497385,0.194374,0.194714,0.297611
489,0.116457,0.148836,0.0493185,0.195734,0.194634,0.295011
490,0.115197,0.150195,0.0482386,0.195174,0.195234,0.295951
491,0.114157,0.151395,0.0482986,0.198734,0.192214,0.295191
492,0.114197,0.147296,0.0480186,0.198934,0.193254,0.298291
493,0.113957,0.149636,0.0505185,0.196094,0.191374,0.298411
494,0.116457,0.148476,0.0476986,0.192234,0.194354,0.300771
495,0.118096,0.146796,0.0491785,0.190974,0.189754,0.305191
496,0.115797,0.148716,0.0473786,0.190934,0.191854,0.305311
497,0.117296,0.147176,0.0490985,0.192814,0.192034,0.301571
498,0.119536,0.147836,0.0492385,0.195394,0.192434,0.295551
499,0.117196,0.147176,0.0485385,0.193814,0.194074,0.299191
500,0.115757,0.151755,0.0488585,0.194114,0.193214,0.296291
501,0.118456,0.150695,0.0477986,0.195574,0.192874,0.294591
502,0.116796,0.149776,0.0476386,0.194974,0.189014,0.301791
503,0.115357,0.149596,0.0480586,0.193234,0.189874,0.303871
504,0.116097,0.153675,0.0487985,0.191894,0.189634,0.299891
505,0.120356,0.147996,0.0494985,0.190814,0.193414,0.297911
506,0.120316,0.148676,0.0479186,0.193794,0.190894,0.298391
507,0.118776,0.150475,0.0487585,0.195814,0.191774,0.294391
508,0.115817,0.149656,0.0493385,0.196934,0.189334,0.298911
509,0.118616,0.151935,0.0481586,0.195794,0.190454,0.295031
510,0.119576,0.148756,0.0496185,0.192694,0.191294,0.298051
511,0.119616,0.150755,0.0491585,0.193454,0.188854,0.298151
512,0.117156,0.150935,0.0475386,0.195774,0.190674,0.297911
513,0.118936,0.149576,0.0484385,0.191494,0.191334,0.300211
514,0.117996,0.150395,0.0485585,0.194314,0.191934,0.296791
515,0.119636,0.149016,0.0487185,0.191254,0.191734,0.299631
516,0.117276,0.151815,0.0477986,0.191654,0.192274,0.299171
517,0.116117,0.153715,0.0483985,0.192074,0.189254,0.300431
518,0.117996,0.151935,0.0485785,0.194534,0.191034,0.295911
519,0.118396,0.152275,0.0501985,0.194174,0.190314,0.294631
520,0.117316,0.151995,0.0496585,0.193514,0.191014,0.296491
521,0.114677,0.152135,0.0484385,0.194774,0.192114,0.297851
522,0.116736,0.151555,0.0498785,0.190974,0.192654,0.298191
523,0.117556,0.148136,0.0499385,0.195134,0.189414,0.299811
524,0.116537,0.153895,0.0487385,0.194214,0.189574,0.297031
525,0.115277,0.151355,0.0486585,0.194654,0.190534,0.299511
526,0.118676,0.151575,0.0502985,0.191234,0.191234,0.296971
527,0.116077,0.150095,0.0500785,0.194754,0.188454,0.300531
528,0.117336,0.148616,0.0501185,0.196554,0.189174,0.298191
529,0.118556,0.152135,0.0498185,0.190354,0.193514,0.295611
530,0.116377,0.152195,0.0485785,0.193574,0.192234,0.297031
531,0.117076,0.151675,0.0478986,0.192274,0.193614,0.297451
532,0.117816,0.153775,0.0488985,0.191974,0.189874,0.297651
533,0.117316,0.151975,0.0485985,0.193474,0.194714,0.293911
534,0.118196,0.151075,0.0478786,0.192194,0.194314,0.296331
535,0.118756,0.149276,0.0473186,0.194134,0.193834,0.296671
536,0.115297,0.151475,0.0474586,0.190454,0.194994,0.300311
537,0.113897,0.149856,0.0477586,0.192314,0.191354,0.304811
538,0.114237,0.149676,0.0465186,0.192814,0.192734,0.304011
539,0.112957,0.147736,0.0483186,0.193574,0.192354,0.305051
540,0.117016,0.146356,0.0480386,0.192974,0.191314,0.304291
541,0.115957,0.148516,0.0461586,0.191454,0.196234,0.301671
542,0.114297,0.149276,0.0465586,0.191154,0.196854,0.301851
543,0.112657,0.151135,0.0470186,0.190894,0.195914,0.302371
544,0.115637,0.145856,0.0467186,0.190494,0.193494,0.307791
545,0.117876,0.146616,0.0465586,0.192334,0.194534,0.302071
546,0.116657,0.147856,0.0473786,0.190894,0.195334,0.301871
547,0.114277,0.148976,0.0472986,0.188454,0.197154,0.303831
548,0.115857,0.149696,0.0439387,0.189234,0.197134,0.304131
549,0.115677,0.148936,0.0465586,0.190854,0.195174,0.302791
550,0.116816,0.145556,0.0471186,0.191514,0.195914,0.303071
551,0.115937,0.149056,0.0471986,0.191994,0.196794,0.299011
552,0.115437,0.148436,0.0481186,0.191714,0.198074,0.298211
553,0.115517,0.148076,0.0460586,0.192414,0.196954,0.300971
554,0.115257,0.145556,0.0460786,0.195494,0.195174,0.302431
555,0.114377,0.149416,0.0465986,0.194014,0.194734,0.300851
556,0.115697,0.148216,0.0458786,0.192914,0.194714,0.302571
557,0.112177,0.150775,0.0473586,0.194894,0.194974,0.299811
558,0.114797,0.149856,0.0469986,0.191554,0.195354,0.301431
559,0.117216,0.148796,0.0465986,0.191494,0.196314,0.299571
560,0.114597,0.148276,0.0463386,0.193474,0.196014,0.301291
561,0.119496,0.146336,0.0463586,0.189274,0.196434,0.302091
562,0.116177,0.148356,0.0468986,0.190114,0.195794,0.302651
563,0.115817,0.150535,0.0479386,0.189274,0.194334,0.302091
564,0.116916,0.149316,0.0480386,0.188734,0.194554,0.302431
565,0.116796,0.152595,0.0457586,0.191994,0.193714,0.299131
566,0.117316,0.151975,0.0476786,0.188874,0.195454,0.298691
567,0.117136,0.148876,0.0476186,0.189954,0.193554,0.302851
568,0.116177,0.151955,0.0466186,0.189234,0.192774,0.303231
569,0.115477,0.151115,0.0466586,0.190814,0.191814,0.304111
570,0.119436,0.149176,0.0483186,0.190394,0.194774,0.297891
571,0.117296,0.149656,0.0473986,0.193194,0.194474,0.297971
572,0.114857,0.150115,0.0469586,0.192274,0.191174,0.304611
573,0.118016,0.148736,0.0481586,0.190594,0.195374,0.299111
574,0.116776,0.151155,0.0476986,0.190194,0.196054,0.298111
575,0.116197,0.150215,0.0478186,0.189014,0.196234,0.300511
576,0.116617,0.150755,0.0478186,0.195594,0.192214,0.296991
577,0.116197,0.150275,0.0474386,0.193894,0.194414,0.297771
578,0.116597,0.151175,0.0482186,0.194014,0.192734,0.297251
579,0.115577,0.146516,0.0495985,0.191694,0.194774,0.301831
580,0.115217,0.149676,0.0476786,0.191434,0.196974,0.299011
581,0.116217,0.151255,0.0474186,0.192234,0.196894,0.295971
582,0.115157,0.148556,0.0479986,0.194674,0.194434,0.299171
583,0.114257,0.148976,0.0489585,0.192054,0.196654,0.299091
584,0.114397,0.149296,0.0488185,0.192554,0.195294,0.299631
585,0.115377,0.147976,0.0476786,0.191154,0.194554,0.303251
586,0.118276,0.149716,0.0473986,0.195674,0.192754,0.296171
587,0.116377,0.151135,0.0480586,0.194234,0.193974,0.296211
588,0.116876,0.150135,0.0481186,0.194994,0.192634,0.297231
589,0.114697,0.148176,0.0477786,0.196554,0.193794,0.298991
590,0.114177,0.148656,0.0487385,0.196754,0.191894,0.299771
591,0.117336,0.148736,0.0475586,0.194034,0.193814,0.298511
592,0.114137,0.147576,0.0492585,0.197394,0.191574,0.300051
593,0.113677,0.149016,0.0479186,0.197094,0.194914,0.297371
594,0.113497,0.151235,0.0479386,0.198054,0.192794,0.296471
595,0.114097,0.148276,0.0506185,0.196294,0.194394,0.296311
596,0.112917,0.150855,0.0505785,0.194694,0.194414,0.296531
597,0.113417,0.150195,0.0500185,0.196854,0.193894,0.295611
598,0.112697,0.150615,0.0497785,0.200614,0.193394,0.292891
599,0.115277,0.151495,0.0494785,0.197674,0.192814,0.293251
600,0.114977,0.151595,0.0499185,0.198574,0.191314,0.293611
601,0.114317,0.151175,0.0497385,0.196534,0.194134,0.294091
602,0.111877,0.149896,0.0508585,0.198154,0.193494,0.295711
603,0.110377,0.150915,0.0508385,0.196934,0.191214,0.299711
604,0.111997,0.149136,0.0500185,0.201874,0.191714,0.295251
605,0.113937,0.151715,0.0501585,0.198454,0.191954,0.293771
606,0.114337,0.151455,0.0503185,0.199574,0.192074,0.292231
607,0.111717,0.151955,0.0514185,0.197434,0.192634,0.294831
608,0.113017,0.151775,0.0500185,0.198374,0.192554,0.294251
609,0.112157,0.149676,0.0522784,0.198534,0.191414,0.295931
610,0.110597,0.152415,0.0520984,0.200414,0.188274,0.296191
611,0.111397,0.151875,0.0510985,0.200114,0.190254,0.295251
612,0.111657,0.154475,0.0512585,0.198574,0.193614,0.290411
613,0.115997,0.148096,0.0513385,0.202534,0.189714,0.292311
614,0.113537,0.149636,0.0508385,0.202874,0.192114,0.290991
615,0.113917,0.151435,0.0533184,0.197874,0.192734,0.290711
616,0.113397,0.152835,0.0529784,0.198274,0.194594,0.287911
617,0.113597,0.150655,0.0524784,0.199014,0.191994,0.292251
618,0.114617,0.150155,0.0519384,0.198754,0.193254,0.291271
619,0.112377,0.149556,0.0517184,0.198674,0.193474,0.294191
620,0.112257,0.150755,0.0511185,0.203034,0.189374,0.293451
621,0.111697,0.150575,0.0522984,0.197714,0.192034,0.295671
622,0.110557,0.148096,0.0523784,0.200194,0.191974,0.296791
623,0.112017,0.150975,0.0512985,0.198394,0.191674,0.295631
624,0.112337,0.154315,0.0503185,0.197074,0.194754,0.291191
625,0.111817,0.153315,0.0518584,0.197714,0.190434,0.294851
626,0.112417,0.154915,0.0516784,0.199094,0.192914,0.288971
627,0.110197,0.154155,0.0505585,0.201834,0.191514,0.291731
628,0.110957,0.151955,0.0519184,0.201054,0.190634,0.293471
629,0.112437,0.152975,0.0514585,0.199894,0.189814,0.293411
630,0.113577,0.151475,0.0517984,0.200254,0.191174,0.291711
631,0.111117,0.154115,0.0524184,0.198914,0.191234,0.292191
632,0.115417,0.152555,0.0516585,0.199334,0.189734,0.291291
633,0.112637,0.153395,0.0508185,0.197974,0.188354,0.296811
634,0.114377,0.153175,0.0515585,0.196394,0.187714,0.296771
635,0.116816,0.151595,0.0525184,0.196254,0.187874,0.294931
636,0.114317,0.152735,0.0509785,0.195314,0.188974,0.297671
637,0.115857,0.151675,0.0519784,0.196614,0.188214,0.295651
638,0.112217,0.153195,0.0524984,0.200474,0.186614,0.294991
639,0.113737,0.151455,0.0525584,0.202074,0.185034,0.295131
640,0.113177,0.150935,0.0539784,0.198254,0.188194,0.295451
641,0.114177,0.150575,0.0526184,0.198714,0.188994,0.294911
642,0.114837,0.151855,0.0519384,0.198794,0.189074,0.293491
643,0.113617,0.152795,0.0520584,0.199694,0.188614,0.293211
644,0.115917,0.152015,0.0516784,0.197794,0.190734,0.291851
645,0.112457,0.155275,0.0508585,0.199974,0.188394,0.293031
646,0.113837,0.156515,0.0510785,0.196754,0.189594,0.292211
647,0.114357,0.150775,0.0524784,0.198654,0.189174,0.294551
648,0.115657,0.153675,0.0513785,0.196734,0.186994,0.295551
649,0.114557,0.152095,0.0522384,0.197194,0.189814,0.294091
650,0.114177,0.155075,0.0507585,0.193914,0.191274,0.294791
651,0.115777,0.154115,0.0514985,0.198494,0.187094,0.293011
652,0.114517,0.153435,0.0504185,0.198534,0.190794,0.292291
653,0.113997,0.152795,0.0506985,0.196494,0.193514,0.292491
654,0.113477,0.151115,0.0514385,0.198454,0.191734,0.293771
655,0.112857,0.151615,0.0518584,0.197514,0.192094,0.294051
656,0.114277,0.153195,0.0518384,0.194614,0.191934,0.294131
657,0.112717,0.152835,0.0522584,0.196494,0.192734,0.292951
658,0.112817,0.152275,0.0518784,0.195134,0.191114,0.296771
659,0.115577,0.150875,0.0511785,0.199074,0.185974,0.297311
660,0.113797,0.151435,0.0523184,0.197594,0.189374,0.295471
661,0.114517,0.150375,0.0511385,0.198414,0.190034,0.295511
662,0.115157,0.151695,0.0526984,0.196514,0.190394,0.293531
663,0.111137,0.150015,0.0520384,0.201914,0.191494,0.293391
664,0.112937,0.149596,0.0513985,0.199354,0.189974,0.296731
665,0.111577,0.151795,0.0525984,0.197734,0.190494,0.295791
666,0.111777,0.152315,0.0511385,0.195754,0.192374,0.296631
