gen,AA,AB,BB,BO,OO,AO
667,0.113197,0.151495,0.0514985,0.197374,0.192434,0.293991
668,0.111757,0.151555,0.0521984,0.197254,0.191314,0.295911
669,0.115057,0.148596,0.0515985,0.195474,0.194974,0.294291
670,0.113937,0.150495,0.0520184,0.196194,0.194274,0.293071
671,0.111677,0.151475,0.0507185,0.199054,0.192354,0.294711
672,0.112357,0.149996,0.0511985,0.199614,0.192474,0.294351
673,0.111277,0.151795,0.0526184,0.195874,0.194234,0.294191
674,0.110297,0.152355,0.0510585,0.196814,0.194074,0.295391
675,0.112137,0.152035,0.0507985,0.195054,0.193714,0.296251
676,0.110457,0.151395,0.0525384,0.197594,0.191534,0.296471
677,0.110657,0.150115,0.0514585,0.202094,0.192234,0.293431
678,0.113257,0.150855,0.0494585,0.199194,0.194014,0.293211
679,0.112677,0.149436,0.0503985,0.198294,0.194054,0.295131
680,0.111817,0.151295,0.0492585,0.200494,0.194634,0.292491
681,0.113677,0.152995,0.0491385,0.196874,0.195554,0.291751
682,0.111817,0.154475,0.0499385,0.196854,0.195694,0.291211
683,0.110497,0.151115,0.0508985,0.200094,0.195554,0.291831
684,0.109297,0.149036,0.0511385,0.198934,0.196394,0.295191
685,0.111377,0.152255,0.0505185,0.198434,0.196934,0.290471
686,0.108277,0.154555,0.0508985,0.199194,0.196614,0.290451
687,0.110677,0.148736,0.0514185,0.198194,0.196514,0.294451
688,0.110397,0.150675,0.0525584,0.199834,0.194534,0.291991
689,0.112477,0.151635,0.0506185,0.200214,0.191894,0.293151
690,0.109737,0.149916,0.0499585,0.202034,0.194034,0.294311
691,0.109157,0.151135,0.0531184,0.196474,0.195094,0.295011
692,0.107237,0.149256,0.0527184,0.199774,0.196694,0.294311
693,0.108657,0.148836,0.0498985,0.200314,0.196334,0.295951
694,0.111777,0.151715,0.0492985,0.198514,0.197434,0.291251
695,0.111757,0.148736,0.0505585,0.198814,0.197014,0.293111
696,0.109737,0.151455,0.0508385,0.200454,0.192834,0.294671
697,0.106977,0.153375,0.0508185,0.201514,0.195694,0.291611
698,0.109877,0.149416,0.0540384,0.196454,0.196754,0.293451
699,0.108797,0.150675,0.0520784,0.200354,0.189694,0.298391
700,0.110257,0.149676,0.0528984,0.201054,0.194474,0.291631
701,0.108657,0.151915,0.0527784,0.200314,0.195654,0.290671
702,0.109637,0.151295,0.0520184,0.202874,0.192374,0.291791
703,0.111677,0.152275,0.0527584,0.197414,0.193294,0.292571
704,0.109717,0.152615,0.0528584,0.196714,0.192014,0.296071
705,0.109417,0.150835,0.0548584,0.197154,0.195654,0.292071
706,0.110337,0.152595,0.0509785,0.200954,0.193994,0.291131
707,0.111797,0.150795,0.0517384,0.199754,0.191954,0.293951
708,0.110197,0.149556,0.0528984,0.197474,0.196834,0.293031
709,0.111277,0.147856,0.0515985,0.199314,0.197434,0.292511
710,0.112437,0.150515,0.0523384,0.198574,0.197834,0.288291
711,0.109717,0.150815,0.0528984,0.199474,0.196454,0.290631
712,0.111157,0.153975,0.0507785,0.197374,0.196894,0.289811
713,0.109837,0.152215,0.0521784,0.197914,0.196734,0.291111
714,0.109777,0.150675,0.0512385,0.198534,0.192074,0.297691
715,0.109877,0.148956,0.0519984,0.199414,0.192234,0.297511
716,0.109297,0.151355,0.0506585,0.203134,0.192494,0.293051
717,0.111377,0.149876,0.0504985,0.200574,0.196314,0.291351
718,0.109917,0.149816,0.0519784,0.195854,0.195974,0.296451
719,0.109737,0.147036,0.0508185,0.199274,0.193214,0.299911
720,0.112937,0.150755,0.0493185,0.198154,0.192374,0.296451
721,0.111537,0.151715,0.0494585,0.196854,0.195374,0.295051
722,0.114637,0.148436,0.0509785,0.198174,0.194694,0.293071
723,0.111637,0.149176,0.0505785,0.194254,0.197314,0.297031
724,0.110857,0.151855,0.0512385,0.197794,0.189274,0.298971
725,0.111317,0.151655,0.0513585,0.195254,0.194994,0.295411
726,0.113197,0.147416,0.0518584,0.197654,0.191014,0.298851
727,0.113117,0.148936,0.0487385,0.195574,0.194234,0.299391
728,0.112437,0.150375,0.0488385,0.197314,0.194934,0.296091
729,0.115497,0.152575,0.0497185,0.191934,0.192294,0.297971
730,0.112997,0.150335,0.0505985,0.194714,0.190534,0.300811
731,0.114417,0.149976,0.0498785,0.198834,0.189394,0.297491
732,0.114177,0.149696,0.0507185,0.195134,0.190754,0.299511
733,0.114897,0.151395,0.0488785,0.195694,0.190394,0.298731
734,0.116137,0.149836,0.0495185,0.194654,0.189834,0.300011
735,0.115997,0.154615,0.0499185,0.193654,0.190074,0.295731
736,0.117016,0.155775,0.0491585,0.193154,0.190874,0.294011
737,0.117456,0.155155,0.0480986,0.194794,0.188914,0.295571
738,0.113877,0.155735,0.0487985,0.195834,0.189374,0.296371
739,0.111957,0.153895,0.0514785,0.192694,0.189094,0.300871
740,0.114537,0.150695,0.0504185,0.195374,0.189974,0.298991
741,0.116237,0.152215,0.0500585,0.197914,0.187494,0.296071
742,0.117016,0.151495,0.0504385,0.195494,0.187454,0.298091
743,0.114637,0.151675,0.0507985,0.195654,0.186174,0.301051
744,0.115797,0.154715,0.0497385,0.196834,0.191214,0.291691
745,0.113997,0.151275,0.0503185,0.196474,0.191114,0.296811
746,0.116896,0.152955,0.0499985,0.196274,0.189834,0.294031
747,0.115217,0.150875,0.0505585,0.198174,0.185954,0.299211
748,0.114737,0.153655,0.0517784,0.195254,0.189074,0.295491
749,0.114777,0.150275,0.0516984,0.194734,0.189934,0.298571
750,0.114597,0.152115,0.0509585,0.195034,0.190654,0.296631
751,0.114657,0.152675,0.0510585,0.194854,0.188654,0.298091
752,0.114797,0.151195,0.0511585,0.193234,0.192734,0.296871
753,0.115337,0.151315,0.0518784,0.192414,0.191314,0.297731
754,0.115437,0.154375,0.0514585,0.192674,0.190894,0.295151
755,0.114957,0.151715,0.0509785,0.192914,0.189554,0.299871
756,0.114897,0.155275,0.0500185,0.191594,0.191634,0.296571
757,0.115177,0.151455,0.0507385,0.194554,0.190674,0.297391
758,0.116517,0.151595,0.0498785,0.193494,0.190514,0.297991
759,0.114177,0.155195,0.0484585,0.194714,0.191214,0.296231
760,0.115457,0.152915,0.0507985,0.193054,0.191494,0.296271
761,0.116237,0.152035,0.0495385,0.193754,0.192854,0.295571
762,0.116257,0.151635,0.0489385,0.197174,0.192094,0.293891
763,0.116377,0.154075,0.0495785,0.195614,0.191934,0.292411
764,0.113037,0.154875,0.0498585,0.195574,0.190494,0.296151
765,0.114097,0.156235,0.0504585,0.196794,0.185994,0.296411
766,0.116197,0.153715,0.0503985,0.194394,0.186914,0.298371
767,0.116057,0.152135,0.0503185,0.192214,0.189334,0.299931
768,0.117296,0.151115,0.0519384,0.192814,0.189594,0.297231
769,0.118456,0.153075,0.0489985,0.192574,0.191234,0.295651
770,0.118996,0.154335,0.0491985,0.193614,0.187654,0.296191
771,0.119456,0.150795,0.0486385,0.192514,0.192254,0.296331
772,0.119096,0.149616,0.0482186,0.194314,0.186694,0.302051
773,0.117276,0.149276,0.0488785,0.194794,0.189594,0.300171
774,0.119916,0.149296,0.0484585,0.194654,0.188734,0.298931
775,0.120336,0.150935,0.0491585,0.193314,0.189354,0.296891
776,0.119216,0.151195,0.0495785,0.191374,0.191114,0.297511
777,0.117956,0.154255,0.0475386,0.192054,0.188254,0.299931
778,0.118416,0.149496,0.0476586,0.192694,0.189674,0.302051
779,0.116297,0.151135,0.0486385,0.192374,0.190514,0.301031
780,0.117696,0.150135,0.0491985,0.193714,0.187914,0.301331
781,0.117476,0.150595,0.0497185,0.193794,0.190394,0.298011
782,0.116756,0.152515,0.0469386,0.195454,0.192994,0.295331
783,0.115597,0.152615,0.0470986,0.198594,0.191934,0.294151
784,0.115177,0.153735,0.0459786,0.195094,0.190114,0.299891
785,0.114937,0.152295,0.0473386,0.191414,0.192494,0.301511
786,0.116017,0.151035,0.0467386,0.193034,0.188774,0.304391
787,0.117136,0.151395,0.0475786,0.190434,0.192194,0.301251
788,0.117116,0.151975,0.0464186,0.189614,0.193414,0.301451
789,0.118356,0.150115,0.0476586,0.189774,0.190934,0.303151
790,0.117696,0.150295,0.0458786,0.189154,0.192194,0.304771
791,0.119616,0.149756,0.0485785,0.191074,0.189654,0.301311
792,0.116836,0.152075,0.0481386,0.192994,0.189094,0.300851
793,0.117276,0.153375,0.0482186,0.189254,0.193434,0.298431
794,0.119676,0.148116,0.0498185,0.193014,0.191254,0.298111
795,0.117436,0.151335,0.0489985,0.193894,0.190694,0.297631
796,0.117436,0.151975,0.0489585,0.193774,0.188554,0.299291
797,0.116197,0.153755,0.0493185,0.192814,0.190534,0.297371
798,0.116277,0.151275,0.0497385,0.194974,0.188814,0.298911
799,0.118336,0.150315,0.0500385,0.196594,0.189074,0.295631
800,0.116117,0.152755,0.0508185,0.192034,0.191354,0.296911
801,0.115857,0.156015,0.0495985,0.194834,0.189634,0.294051
802,0.113017,0.152575,0.0487585,0.197414,0.190214,0.298011
803,0.115057,0.151475,0.0477186,0.196234,0.192814,0.296691
804,0.117396,0.150755,0.0492185,0.194674,0.191234,0.296711
805,0.114197,0.150775,0.0504985,0.193894,0.191914,0.298711
806,0.114237,0.152115,0.0486585,0.196494,0.189594,0.298891
807,0.114877,0.147296,0.0508785,0.196754,0.189434,0.300751
808,0.114397,0.149056,0.0502185,0.197514,0.190874,0.297931
809,0.115797,0.152695,0.0481386,0.195874,0.188974,0.298511
810,0.115897,0.153695,0.0494985,0.196514,0.193094,0.291291
811,0.114137,0.154795,0.0495785,0.195434,0.190214,0.295831
812,0.114297,0.154175,0.0494185,0.195694,0.189134,0.297271
813,0.115277,0.152495,0.0506985,0.197094,0.189414,0.295011
814,0.114477,0.154875,0.0521784,0.195014,0.188614,0.294831
815,0.115177,0.149436,0.0518984,0.196514,0.190874,0.296091
816,0.114057,0.151835,0.0488585,0.197154,0.193294,0.294791
817,0.113417,0.154575,0.0517584,0.196354,0.187774,0.296111
818,0.112957,0.153575,0.0513785,0.196974,0.187354,0.297751
819,0.116057,0.154215,0.0519384,0.196854,0.188334,0.292591
820,0.115677,0.152795,0.0503585,0.200534,0.187674,0.292951
821,0.116297,0.153835,0.0504385,0.193814,0.188154,0.297451
822,0.114577,0.153375,0.0528984,0.197154,0.188814,0.293171
823,0.113017,0.156435,0.0530784,0.193814,0.186814,0.296831
824,0.114717,0.153935,0.0525784,0.195894,0.186974,0.295891
825,0.114217,0.156695,0.0525184,0.196134,0.186354,0.294071
826,0.113097,0.157315,0.0520184,0.201474,0.186514,0.289571
827,0.112897,0.159335,0.0532784,0.199254,0.186014,0.289211
828,0.113057,0.156535,0.0538984,0.200094,0.186454,0.289951
829,0.111777,0.159135,0.0541184,0.199734,0.186794,0.288431
830,0.112817,0.156975,0.0535784,0.202554,0.186134,0.287931
831,0.115197,0.159695,0.0525984,0.199494,0.185894,0.287111
832,0.113697,0.156135,0.0545384,0.199614,0.185314,0.290691
833,0.113917,0.161095,0.0541784,0.199594,0.182735,0.288471
834,0.114557,0.156175,0.0541384,0.205014,0.183434,0.286671
835,0.114317,0.157915,0.0530784,0.202034,0.184034,0.288611
836,0.114197,0.160915,0.0529584,0.198994,0.183175,0.289751
837,0.116097,0.158875,0.0530984,0.199034,0.184254,0.288631
838,0.114957,0.158435,0.0537584,0.201254,0.180395,0.291191
839,0.116177,0.160235,0.0535184,0.199854,0.180235,0.289971
840,0.114517,0.160535,0.0535584,0.197634,0.186154,0.287591
841,0.115777,0.158935,0.0540184,0.198254,0.184414,0.288591
842,0.115237,0.157195,0.0541184,0.204914,0.182115,0.286411
843,0.114317,0.156875,0.0558383,0.203154,0.180435,0.289371
844,0.114557,0.159455,0.0540384,0.202214,0.183594,0.286131
845,0.114537,0.158215,0.0546784,0.201794,0.183954,0.286811
846,0.113797,0.157635,0.0531784,0.199934,0.183714,0.291731
847,0.113997,0.159875,0.0545584,0.201654,0.183175,0.286731
848,0.116217,0.158295,0.0527984,0.200854,0.182855,0.288971
849,0.114657,0.158235,0.0533984,0.200174,0.182395,0.291131
850,0.116696,0.160615,0.0542784,0.198354,0.185214,0.284831
851,0.116976,0.155795,0.0544384,0.199194,0.182595,0.290991
852,0.115657,0.156255,0.0552583,0.197154,0.180935,0.294731
853,0.114717,0.157695,0.0553783,0.197154,0.181295,0.293751
854,0.116597,0.158955,0.0546984,0.198854,0.182035,0.288851
855,0.114137,0.159955,0.0545784,0.196954,0.185954,0.288411
856,0.115117,0.159115,0.0558783,0.195834,0.183374,0.290671
857,0.115657,0.159515,0.0533584,0.198394,0.182835,0.290231
858,0.117396,0.157075,0.0552183,0.196874,0.181615,0.291811
859,0.118356,0.156475,0.0530984,0.197774,0.182275,0.292011
860,0.117496,0.159855,0.0528584,0.196854,0.179095,0.293831
861,0.118536,0.158895,0.0540584,0.195814,0.181535,0.291151
862,0.122476,0.159335,0.0530784,0.195454,0.179655,0.289991
863,0.118956,0.158815,0.0541584,0.195414,0.180515,0.292131
864,0.118896,0.160295,0.0519184,0.196274,0.178855,0.293751
865,0.120856,0.157795,0.0523184,0.196934,0.179115,0.292971
866,0.119916,0.159375,0.0542584,0.191154,0.185114,0.290171
867,0.119296,0.159275,0.0549984,0.192594,0.179615,0.294211
868,0.119056,0.159715,0.0533784,0.195334,0.179835,0.292671
869,0.121256,0.158635,0.0534784,0.195154,0.179815,0.291651
870,0.119556,0.160215,0.0512185,0.196594,0.177515,0.294891
871,0.117316,0.158155,0.0523984,0.197714,0.180555,0.293851
872,0.120736,0.159955,0.0527384,0.192754,0.178855,0.294951
873,0.118256,0.161055,0.0539984,0.195314,0.178075,0.293291
874,0.122416,0.159175,0.0532784,0.195374,0.179415,0.290331
875,0.118556,0.160435,0.0545784,0.194094,0.176735,0.295591
876,0.121156,0.163435,0.0531984,0.193134,0.176355,0.292711
877,0.120456,0.160955,0.0537784,0.191034,0.179635,0.294131
878,0.121736,0.160055,0.0525184,0.193494,0.179535,0.292651
879,0.122636,0.158595,0.0535384,0.194414,0.177515,0.293291
880,0.123676,0.158355,0.0523784,0.195054,0.177555,0.292971
881,0.123796,0.158775,0.0522184,0.195094,0.175955,0.294151
882,0.120396,0.159175,0.0528984,0.194294,0.179375,0.293851
883,0.121296,0.160955,0.0521984,0.196194,0.175915,0.293431
884,0.121416,0.160275,0.0521584,0.196074,0.178575,0.291491
885,0.121476,0.160675,0.0523784,0.194374,0.179375,0.291711
886,0.121196,0.159695,0.0536584,0.195494,0.178535,0.291411
887,0.120116,0.157855,0.0530584,0.193254,0.180455,0.295251
888,0.118376,0.158995,0.0526384,0.192854,0.179055,0.298071
889,0.117936,0.161795,0.0535384,0.192194,0.180895,0.293631
890,0.121496,0.159295,0.0542984,0.192854,0.181815,0.290231
891,0.120236,0.158375,0.0523384,0.197454,0.182115,0.289471
892,0.119476,0.158775,0.0526384,0.193994,0.179475,0.295631
893,0.120556,0.160515,0.0517384,0.192614,0.181395,0.293171
894,0.121656,0.160515,0.0525984,0.196254,0.177415,0.291551
895,0.121516,0.159555,0.0541384,0.193674,0.178355,0.292751
896,0.121556,0.160915,0.0541184,0.191354,0.177635,0.294411
897,0.122616,0.161335,0.0550383,0.192954,0.178135,0.289911
898,0.122036,0.160315,0.0541584,0.194194,0.176255,0.293031
899,0.123156,0.161715,0.0539384,0.194754,0.175995,0.290431
900,0.121016,0.160815,0.0534184,0.198854,0.174135,0.291751
901,0.121256,0.161095,0.0541584,0.196754,0.172035,0.294691
902,0.119276,0.161935,0.0535584,0.198514,0.173955,0.292751
903,0.119656,0.162555,0.0549184,0.196074,0.175615,0.291171
904,0.120236,0.162655,0.0546984,0.194254,0.178315,0.289831
905,0.120036,0.162775,0.0545584,0.196434,0.175155,0.291031
906,0.119616,0.162195,0.0561183,0.197474,0.173795,0.290791
907,0.118656,0.164215,0.0546784,0.196794,0.176135,0.289511
908,0.119676,0.163315,0.0546984,0.197574,0.173415,0.291311
909,0.119016,0.167395,0.0556583,0.192734,0.174675,0.290511
910,0.120056,0.160855,0.0551983,0.198234,0.176695,0.288951
911,0.119196,0.162635,0.0557983,0.198534,0.176535,0.287291
912,0.118916,0.162035,0.0566983,0.198854,0.176635,0.286851
913,0.117236,0.161535,0.0560183,0.199154,0.176875,0.289171
914,0.118556,0.164055,0.0559983,0.198914,0.179075,0.283391
915,0.118736,0.163755,0.0556583,0.201334,0.175795,0.284711
916,0.118316,0.160815,0.0556583,0.199234,0.175795,0.290171
917,0.117776,0.160255,0.0577783,0.198374,0.174455,0.291351
918,0.117196,0.163095,0.0561983,0.198094,0.176655,0.288751
919,0.119016,0.162275,0.0562383,0.199874,0.173595,0.288991
920,0.118316,0.161155,0.0572583,0.195994,0.179775,0.287491
921,0.118336,0.162275,0.0554983,0.198774,0.177315,0.287791
922,0.119256,0.164415,0.0544984,0.197494,0.176975,0.287351
923,0.119036,0.164595,0.0541984,0.197814,0.177115,0.287231
924,0.120556,0.161375,0.0565383,0.197454,0.176955,0.287111
925,0.119196,0.163435,0.0562783,0.198434,0.175775,0.286871
926,0.120356,0.161015,0.0558383,0.201054,0.176615,0.285111
927,0.119216,0.161155,0.0572183,0.201354,0.172535,0.288511
928,0.119396,0.160995,0.0557783,0.200274,0.173575,0.289971
929,0.119956,0.164595,0.0547784,0.201474,0.172095,0.287091
930,0.121416,0.164495,0.0568783,0.200374,0.172535,0.284291
931,0.120116,0.162495,0.0580983,0.200394,0.174595,0.284291
932,0.117596,0.165735,0.0567383,0.201634,0.173275,0.285011
933,0.117896,0.163755,0.0572783,0.199194,0.174035,0.287831
934,0.118416,0.165515,0.0587582,0.199414,0.173575,0.284311
935,0.119176,0.165195,0.0594982,0.200254,0.174035,0.281832
936,0.117976,0.163855,0.0578983,0.201694,0.174035,0.284531
937,0.118236,0.165255,0.0566583,0.201054,0.173675,0.285111
938,0.118716,0.162955,0.0579383,0.201134,0.173495,0.285751
939,0.119536,0.163535,0.0568783,0.200014,0.175175,0.284851
940,0.120376,0.165495,0.0553583,0.201094,0.173575,0.284091
941,0.116437,0.165375,0.0583183,0.200634,0.172975,0.286251
942,0.118756,0.164835,0.0570383,0.198614,0.174315,0.286431
943,0.117976,0.163835,0.0577583,0.202714,0.173495,0.284211
944,0.117416,0.165575,0.0568583,0.202054,0.171035,0.287051
945,0.115977,0.166635,0.0578583,0.203394,0.169855,0.286271
946,0.115377,0.166395,0.0571983,0.204594,0.171775,0.284651
947,0.117776,0.165915,0.0591782,0.204034,0.170735,0.282352
948,0.114937,0.170715,0.0583782,0.202154,0.169155,0.284651
949,0.115817,0.163535,0.0593182,0.206034,0.170815,0.284471
950,0.116996,0.169515,0.0582183,0.202374,0.169375,0.283511
951,0.118376,0.165495,0.0575983,0.204474,0.171255,0.282792
952,0.117416,0.166995,0.0587982,0.201334,0.170695,0.284751
953,0.118596,0.167575,0.0594982,0.198674,0.169695,0.285951
954,0.117556,0.164995,0.0610782,0.198694,0.171935,0.285731
955,0.118316,0.166255,0.0573783,0.199234,0.170175,0.288631
956,0.121196,0.165435,0.0592582,0.198094,0.172575,0.283431
957,0.120296,0.166695,0.0584782,0.198694,0.170815,0.285011
958,0.121556,0.168015,0.0584382,0.196574,0.170575,0.284831
959,0.120576,0.163275,0.0577783,0.199234,0.173335,0.285791
960,0.117136,0.167075,0.0589382,0.200774,0.171015,0.285051
961,0.117696,0.168295,0.0577983,0.198374,0.173895,0.283931
962,0.117396,0.166995,0.0568383,0.201614,0.172815,0.284331
963,0.116716,0.166455,0.0579383,0.198214,0.170275,0.290391
964,0.117256,0.164575,0.0589182,0.200514,0.173595,0.285131
965,0.115897,0.165855,0.0579783,0.200694,0.171935,0.287631
966,0.118796,0.164955,0.0585782,0.200974,0.169295,0.287391
967,0.119116,0.167395,0.0584982,0.200474,0.168995,0.285511
968,0.116017,0.168715,0.0570783,0.200794,0.171675,0.285711
969,0.117836,0.166355,0.0591782,0.199634,0.170355,0.286631
970,0.120416,0.169155,0.0589782,0.196074,0.171455,0.283911
971,0.118116,0.168415,0.0600582,0.197294,0.170755,0.285351
972,0.118756,0.168015,0.0580583,0.198354,0.170355,0.286451
973,0.119796,0.168055,0.0603582,0.200114,0.171295,0.280372
974,0.121176,0.167755,0.0590982,0.202094,0.166995,0.282872
975,0.120476,0.167055,0.0603582,0.196454,0.170855,0.284791
976,0.120616,0.166955,0.0599582,0.199914,0.168815,0.283731
977,0.118656,0.169895,0.0592982,0.198954,0.168635,0.284551
978,0.121376,0.167835,0.0584982,0.200594,0.168075,0.283611
979,0.118736,0.169815,0.0597182,0.198334,0.167955,0.285431
980,0.120356,0.169435,0.0613382,0.198194,0.167575,0.283092
981,0.121436,0.166895,0.0617781,0.200334,0.166755,0.282792
982,0.120956,0.167075,0.0602382,0.200154,0.166835,0.284731
983,0.120336,0.171415,0.0608982,0.199474,0.166795,0.281072
984,0.120016,0.171175,0.0595382,0.197854,0.167015,0.284391
985,0.119536,0.170615,0.0589782,0.199734,0.166075,0.285051
986,0.120576,0.170095,0.0589182,0.200234,0.165435,0.284731
987,0.119236,0.172635,0.0600982,0.197654,0.167215,0.283152
988,0.119896,0.173535,0.0593582,0.199574,0.166215,0.281412
989,0.122136,0.168875,0.0602182,0.202574,0.166215,0.279972
990,0.120876,0.169655,0.0608182,0.201954,0.167315,0.279372
991,0.119416,0.169755,0.0595582,0.201794,0.166835,0.282632
992,0.120076,0.168535,0.0601782,0.200274,0.167795,0.283132
993,0.120856,0.170035,0.0602382,0.199074,0.167435,0.282352
994,0.119356,0.168535,0.0617381,0.200254,0.169735,0.280372
995,0.121516,0.167335,0.0584382,0.199654,0.168895,0.284151
996,0.118916,0.170695,0.0594582,0.197414,0.167575,0.285931
997,0.118676,0.166835,0.0601182,0.199734,0.170675,0.283951
998,0.118436,0.167135,0.0605782,0.199774,0.172535,0.281532
999,0.118876,0.166495,0.0583183,0.203814,0.167995,0.284491
